REGION_ID,MON_YEAR,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED CAPACITY,PROGRAM GENERATION,ACTUAL GENERATION
REG2,`Apr-15,WESTERN,MADHYA PRADESH,STATE,THERMAL,COAL,MPPGCL,SANJAY GANDHI TPS,"1,340",712,497
REG3,`Apr-15,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,T B   DAM  HPS,36,0,1
REG5,`Apr-15,NORTH EASTERN,ASSAM,STATE,THERMAL,MULTI FUEL,APGPCL,CHANDRAPUR(ASSAM) TPS,60,0,0
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,METTUR TUNNEL  HPS.,200,3,3
REG2,`Apr-15,WESTERN,MAHARASHTRA,CENTRAL,THERMAL,GAS,RGPPL,RATNAGIRI CCPP II,740,0,0
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,SARKARPATHY  HPS.,30,0,8
REG3,`Apr-15,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,SHARAVATHI  HPS,"1,035",548,481
REG2,`Apr-15,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,SIKKA REP. TPS,490,58,94
REG4,`Apr-15,EASTERN,WEST BENGAL,PRIVATE,THERMAL,COAL,CESC,SOUTHERN REPL. TPS,135,81,40
REG1,`Apr-15,NORTHERN,RAJASTHAN,STATE,THERMAL,COAL,RRVUNL,SURATGARH TPS,"1,500",796,339
REG1,`Apr-15,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,COAL,NTPC Ltd.,TANDA TPS,440,226,279
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,THERMAL,COAL,TNGDCL,METTUR TPS,"1,440",867,883
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,METTUR DAM  HPS.,50,3,9
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,MOYAR  HPS,36,12,14
REG1,`Apr-15,NORTHERN,UTTAR PRADESH,STATE,HYDRO,HYDRO,UPJVNL,KHARA  HPS,72,22,40
REG2,`Apr-15,WESTERN,GUJARAT,PRIVATE IPP,THERMAL,GAS,GPE CORP,PEGUTHAN CCPP,655,25,7
REG2,`Apr-15,WESTERN,GOA,PRIVATE IPP,THERMAL,NAPTHA,RELIANCE,GOA CCPP (Liq.),48,0,0
REG2,`Apr-15,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,KOYNA DPH  HPS,36,10,15
REG1,`Apr-15,NORTHERN,PUNJAB,STATE,THERMAL,COAL,PSPCL,GND TPS(BHATINDA),440,161,29
REG3,`Apr-15,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,POCHAMPAD  HPS,27,2,0
REG1,`Apr-15,NORTHERN,DELHI,PRIVATE IPP,THERMAL,GAS,NDPL,RITHALA CCPP,108,0,0
REG2,`Apr-15,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,VAITARNA  HPS,60,25,29
REG3,`Apr-15,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,GHAT PRABHA  HPS,32,1,5
REG2,`Apr-15,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,MADHIKHERA  HPS,60,0,0
REG3,`Apr-15,SOUTHERN,TELANGANA,STATE,THERMAL,COAL,TSGENCO,KOTHAGUDEM TPS (NEW),"1,000",647,567
REG1,`Apr-15,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,URI-II HPS,240,120,0
REG2,`Apr-15,WESTERN,MAHARASHTRA,PRIVATE IPP,THERMAL,COAL,WPCL,WARDHA WARORA TPP,540,112,163
REG3,`Apr-15,SOUTHERN,ANDHRA PRADESH,PRIVATE IPP,THERMAL,COAL,HNPC,VIZAG TPP,0,0,0
REG4,`Apr-15,EASTERN,BIHAR,CENTRAL,THERMAL,COAL,NTPC Ltd.,BARH II,"1,320",230,150
REG2,`Apr-15,WESTERN,MAHARASHTRA,PRIVATE IPP,THERMAL,COAL,AMNEPL,MIHAN TPS,246,0,0
REG3,`Apr-15,SOUTHERN,ANDHRA PRADESH,STATE,HYDRO,HYDRO,APGENCO,PULICHINTALA HPS,0,0,0
REG1,`Apr-15,NORTHERN,UTTAR PRADESH,PRIVATE IPP,THERMAL,COAL,BEPL,UTRAULA TPS,90,60,18
REG2,`Apr-15,WESTERN,CHHATTISGARH,PRIVATE IPP,THERMAL,COAL,KWPCL,AVANTHA BHANDAR,600,82,0
REG2,`Apr-15,WESTERN,CHHATTISGARH,PRIVATE IPP,THERMAL,COAL,GCEL,RAIKHEDA TPP,685,0,21
REG2,`Apr-15,WESTERN,MAHARASHTRA,PRIVATE IPP,THERMAL,COAL,EEL,EMCO WARORA TPS,600,334,306
REG4,`Apr-15,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,WBPDC,BAKRESWAR TPS,"1,050",636,628
REG4,`Apr-15,EASTERN,ORISSA,STATE,HYDRO,HYDRO,OHPC,BALIMELA  HPS.,510,86,47
REG4,`Apr-15,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,WBPDC,BANDEL TPS,450,136,80
REG1,`Apr-15,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,BASSI  HPS,60,26,24
REG4,`Apr-15,EASTERN,SIKKIM,CENTRAL,HYDRO,HYDRO,NHPC,RANGIT HPS,60,17,19
REG1,`Apr-15,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,DHALIPUR  HPS,51,13,22
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,LOWER METTUR  HPS.,120,5,7
REG1,`Apr-15,NORTHERN,RAJASTHAN,STATE,HYDRO,HYDRO,RRVUNL,MAHI BAJAJ  HPS,140,12,6
REG1,`Apr-15,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,KHODRI  HPS,120,23,39
REG2,`Apr-15,WESTERN,MAHARASHTRA,PRIVATE,HYDRO,HYDRO,TATA MAH.,KHOPOLI  HPS,72,25,36
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,THERMAL,GAS,TNGDCL,KOVIKALPAL CCPP,107,31,18
REG3,`Apr-15,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,IDAMALAYAR  HPS.,75,33,37
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,THERMAL,GAS,TNGDCL,KUTTALAM CCPP,100,40,59
REG3,`Apr-15,SOUTHERN,KARNATAKA,PRIVATE IPP,THERMAL,DIESEL,TATA PCL,BELGAUM DG,114,0,0
REG3,`Apr-15,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,BHADRA  HPS,39,4,4
REG4,`Apr-15,EASTERN,ORISSA,PRIVATE IPP,THERMAL,COAL,NALCO,NALCO IMP,0,21,21
REG3,`Apr-15,SOUTHERN,TAMIL NADU,CENTRAL,THERMAL,LIGNITE,NLC,NEYVELI TPS- I,600,349,354
REG2,`Apr-15,WESTERN,MADHYA PRADESH,CENTRAL,HYDRO,HYDRO,NHDC,INDIRA SAGAR  HPS,"1,000",190,170
REG1,`Apr-15,NORTHERN,RAJASTHAN,STATE,HYDRO,HYDRO,RRVUNL,JAWAHAR SAGAR  HPS,99,0,0
REG5,`Apr-15,NORTH EASTERN,TRIPURA,CENTRAL,THERMAL,GAS,NEEPCO.,AGARTALA GT,110,52,49
REG1,`Apr-15,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,GAS,NTPC Ltd.,AURAIYA CCPP,663,158,123
REG2,`Apr-15,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,GANDHI NAGAR TPS,870,304,308
REG2,`Apr-15,WESTERN,GUJARAT,PRIVATE,THERMAL,COAL,TOR. POW. (UNOSUGEN),SABARMATI (C STATION),60,35,18
REG2,`Apr-15,WESTERN,MAHARASHTRA,PRIVATE,THERMAL,GAS,TATA PCL,TROMBAY CCPP,180,92,85
REG3,`Apr-15,SOUTHERN,ANDHRA PRADESH,PRIVATE IPP,THERMAL,GAS,APGCL,VIJESWARAN CCPP,272,41,78
REG3,`Apr-15,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,PRIYADARSHNI  JURALA  HPS,234,0,0
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PYKARA  HPS.,59,6,3
REG3,`Apr-15,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PYKARA ULTMATE  HPS.,150,30,35
REG1,`Apr-15,NORTHERN,RAJASTHAN,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,RAJASTHAN  A.P.S.,"1,080",651,643
REG2,`Apr-15,WESTERN,GUJARAT,STATE,HYDRO,HYDRO,SSNNL,S SAROVAR CHPH  HPS,250,41,36
REG1,`Apr-15,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,SANJAY  HPS,120,0,0
REG1,`Apr-15,NORTHERN,UTTAR PRADESH,CENTRAL,THERMAL,COAL,NTPC Ltd.,SINGRAULI STPS,"2,000","1,203","1,289"
REG4,`Apr-15,EASTERN,WEST BENGAL,STATE,THERMAL,HIGH SPEED DIESEL,WBPDC,HALDIA GT (Liq.),40,0,0
REG3,`Apr-15,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,SIVASAMUNDRUM  HPS,42,19,15
REG3,`Apr-15,SOUTHERN,PUDUCHERRY,STATE,THERMAL,GAS,"P&ED, Pudu.",KARAIKAL CCPP,33,0,0
